,movieId,title,userId
102,161,Crimson Tide (1995),474
103,162,Crumb (1994),474
104,175,Kids (1995),424
105,175,Kids (1995),424
106,175,Kids (1995),424
107,185,"Net, The (1995)",474
108,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",474
109,215,Before Sunrise (1995),474
110,216,Billy Madison (1995),474
111,216,Billy Madison (1995),477
112,216,Billy Madison (1995),477
113,222,Circle of Friends (1995),474
114,223,Clerks (1994),424
115,223,Clerks (1994),424
116,223,Clerks (1994),424
117,223,Clerks (1994),424
118,223,Clerks (1994),424
119,223,Clerks (1994),474
120,224,Don Juan DeMarco (1995),474
121,224,Don Juan DeMarco (1995),474
122,230,Dolores Claiborne (1995),474
123,232,Eat Drink Man Woman (Yin shi nan nu) (1994),474
124,235,Ed Wood (1994),474
125,237,Forget Paris (1995),474
126,237,Forget Paris (1995),474
127,237,Forget Paris (1995),474
128,246,Hoop Dreams (1994),474
129,247,Heavenly Creatures (1994),474
130,248,Houseguest (1994),573
131,248,Houseguest (1994),573
132,249,Immortal Beloved (1994),474
133,252,I.Q. (1994),474
134,257,Just Cause (1995),474
135,260,Star Wars: Episode IV - A New Hope (1977),63
136,260,Star Wars: Episode IV - A New Hope (1977),63
137,260,Star Wars: Episode IV - A New Hope (1977),76
138,260,Star Wars: Episode IV - A New Hope (1977),76
139,260,Star Wars: Episode IV - A New Hope (1977),103
140,260,Star Wars: Episode IV - A New Hope (1977),103
141,260,Star Wars: Episode IV - A New Hope (1977),112
142,260,Star Wars: Episode IV - A New Hope (1977),112
143,260,Star Wars: Episode IV - A New Hope (1977),112
144,260,Star Wars: Episode IV - A New Hope (1977),119
145,260,Star Wars: Episode IV - A New Hope (1977),119
146,260,Star Wars: Episode IV - A New Hope (1977),193
147,260,Star Wars: Episode IV - A New Hope (1977),193
148,260,Star Wars: Episode IV - A New Hope (1977),193
149,260,Star Wars: Episode IV - A New Hope (1977),205
150,260,Star Wars: Episode IV - A New Hope (1977),205
151,260,Star Wars: Episode IV - A New Hope (1977),205
152,260,Star Wars: Episode IV - A New Hope (1977),341
153,260,Star Wars: Episode IV - A New Hope (1977),341
154,260,Star Wars: Episode IV - A New Hope (1977),424
155,260,Star Wars: Episode IV - A New Hope (1977),424
156,260,Star Wars: Episode IV - A New Hope (1977),424
157,260,Star Wars: Episode IV - A New Hope (1977),424
158,260,Star Wars: Episode IV - A New Hope (1977),474
159,260,Star Wars: Episode IV - A New Hope (1977),474
160,260,Star Wars: Episode IV - A New Hope (1977),474
161,261,Little Women (1994),474
162,262,"Little Princess, A (1995)",474
163,262,"Little Princess, A (1995)",474
164,262,"Little Princess, A (1995)",474
165,272,"Madness of King George, The (1994)",474
166,272,"Madness of King George, The (1994)",474
167,273,Mary Shelley's Frankenstein (Frankenstein) (1994),600
168,277,Miracle on 34th Street (1994),474
169,279,My Family (1995),474
170,280,Murder in the First (1995),474
171,282,Nell (1994),474
172,282,Nell (1994),474
173,288,Natural Born Killers (1994),424
174,288,Natural Born Killers (1994),424
175,288,Natural Born Killers (1994),424
176,288,Natural Born Killers (1994),424
177,288,Natural Born Killers (1994),424
178,288,Natural Born Killers (1994),424
179,290,Once Were Warriors (1994),474
180,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),166
181,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),166
182,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),474
183,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
184,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
185,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
186,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
187,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
188,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
189,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
190,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
191,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
192,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
193,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
194,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
195,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
196,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
197,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
198,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
199,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
200,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
201,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
202,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
203,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
204,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
205,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
206,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
207,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
208,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
209,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
210,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
211,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
212,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
213,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
214,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),599
215,296,Pulp Fiction (1994),103
216,296,Pulp Fiction (1994),103
217,296,Pulp Fiction (1994),103
218,296,Pulp Fiction (1994),424
219,296,Pulp Fiction (1994),424
220,296,Pulp Fiction (1994),424
221,296,Pulp Fiction (1994),424
222,296,Pulp Fiction (1994),474
223,296,Pulp Fiction (1994),599
224,296,Pulp Fiction (1994),599
225,296,Pulp Fiction (1994),599
226,296,Pulp Fiction (1994),599
227,296,Pulp Fiction (1994),599
228,296,Pulp Fiction (1994),599
229,296,Pulp Fiction (1994),599
230,296,Pulp Fiction (1994),599
231,296,Pulp Fiction (1994),599
232,296,Pulp Fiction (1994),599
233,296,Pulp Fiction (1994),599
234,296,Pulp Fiction (1994),599
235,296,Pulp Fiction (1994),599
236,296,Pulp Fiction (1994),599
237,296,Pulp Fiction (1994),599
238,296,Pulp Fiction (1994),599
239,296,Pulp Fiction (1994),599
240,296,Pulp Fiction (1994),599
241,296,Pulp Fiction (1994),599
242,296,Pulp Fiction (1994),599
243,296,Pulp Fiction (1994),599
244,296,Pulp Fiction (1994),599
245,296,Pulp Fiction (1994),599
246,296,Pulp Fiction (1994),599
247,296,Pulp Fiction (1994),599
248,296,Pulp Fiction (1994),599
249,296,Pulp Fiction (1994),599
250,296,Pulp Fiction (1994),599
251,296,Pulp Fiction (1994),599
252,296,Pulp Fiction (1994),599
253,296,Pulp Fiction (1994),599
254,296,Pulp Fiction (1994),599
255,296,Pulp Fiction (1994),599
256,296,Pulp Fiction (1994),599
257,296,Pulp Fiction (1994),599
258,296,Pulp Fiction (1994),599
259,296,Pulp Fiction (1994),599
260,296,Pulp Fiction (1994),599
261,296,Pulp Fiction (1994),599
262,296,Pulp Fiction (1994),599
263,296,Pulp Fiction (1994),599
264,296,Pulp Fiction (1994),599
265,296,Pulp Fiction (1994),599
266,296,Pulp Fiction (1994),599
267,296,Pulp Fiction (1994),599
268,296,Pulp Fiction (1994),599
269,296,Pulp Fiction (1994),599
270,296,Pulp Fiction (1994),599
271,296,Pulp Fiction (1994),599
272,296,Pulp Fiction (1994),599
273,296,Pulp Fiction (1994),599
274,296,Pulp Fiction (1994),599
275,296,Pulp Fiction (1994),599
276,296,Pulp Fiction (1994),599
277,296,Pulp Fiction (1994),599
278,296,Pulp Fiction (1994),599
279,296,Pulp Fiction (1994),599
280,296,Pulp Fiction (1994),599
281,296,Pulp Fiction (1994),599
282,296,Pulp Fiction (1994),599
283,296,Pulp Fiction (1994),599
284,296,Pulp Fiction (1994),599
285,296,Pulp Fiction (1994),599
286,296,Pulp Fiction (1994),599
287,296,Pulp Fiction (1994),599
288,296,Pulp Fiction (1994),599
289,296,Pulp Fiction (1994),599
290,296,Pulp Fiction (1994),599
291,296,Pulp Fiction (1994),599
292,296,Pulp Fiction (1994),599
293,296,Pulp Fiction (1994),599
294,296,Pulp Fiction (1994),599
295,296,Pulp Fiction (1994),599
296,296,Pulp Fiction (1994),599
297,296,Pulp Fiction (1994),599
298,296,Pulp Fiction (1994),599
299,296,Pulp Fiction (1994),599
300,296,Pulp Fiction (1994),599
301,296,Pulp Fiction (1994),599
302,296,Pulp Fiction (1994),599
303,296,Pulp Fiction (1994),599
304,296,Pulp Fiction (1994),599
305,296,Pulp Fiction (1994),599
306,296,Pulp Fiction (1994),599
307,296,Pulp Fiction (1994),599
308,296,Pulp Fiction (1994),599
309,296,Pulp Fiction (1994),599
310,296,Pulp Fiction (1994),599
311,296,Pulp Fiction (1994),599
312,296,Pulp Fiction (1994),599
313,296,Pulp Fiction (1994),599
314,296,Pulp Fiction (1994),599
315,296,Pulp Fiction (1994),599
316,296,Pulp Fiction (1994),599
317,296,Pulp Fiction (1994),599
318,296,Pulp Fiction (1994),599
319,296,Pulp Fiction (1994),599
320,296,Pulp Fiction (1994),599
321,296,Pulp Fiction (1994),599
322,296,Pulp Fiction (1994),599
323,296,Pulp Fiction (1994),599
324,296,Pulp Fiction (1994),599
325,296,Pulp Fiction (1994),599
326,296,Pulp Fiction (1994),599
327,296,Pulp Fiction (1994),599
328,296,Pulp Fiction (1994),599
329,296,Pulp Fiction (1994),599
330,296,Pulp Fiction (1994),599
331,296,Pulp Fiction (1994),599
332,296,Pulp Fiction (1994),599
333,296,Pulp Fiction (1994),599
334,296,Pulp Fiction (1994),599
335,296,Pulp Fiction (1994),599
336,296,Pulp Fiction (1994),599
337,296,Pulp Fiction (1994),599
338,296,Pulp Fiction (1994),599
339,296,Pulp Fiction (1994),599
340,296,Pulp Fiction (1994),599
341,296,Pulp Fiction (1994),599
342,296,Pulp Fiction (1994),599
343,296,Pulp Fiction (1994),599
344,296,Pulp Fiction (1994),599
345,296,Pulp Fiction (1994),599
346,296,Pulp Fiction (1994),599
347,296,Pulp Fiction (1994),599
348,296,Pulp Fiction (1994),599
349,296,Pulp Fiction (1994),599
350,296,Pulp Fiction (1994),599
351,296,Pulp Fiction (1994),599
352,296,Pulp Fiction (1994),599
353,296,Pulp Fiction (1994),599
354,296,Pulp Fiction (1994),599
355,296,Pulp Fiction (1994),599
356,296,Pulp Fiction (1994),599
357,296,Pulp Fiction (1994),599
358,296,Pulp Fiction (1994),599
359,296,Pulp Fiction (1994),599
360,296,Pulp Fiction (1994),599
361,296,Pulp Fiction (1994),599
362,296,Pulp Fiction (1994),599
363,296,Pulp Fiction (1994),599
364,296,Pulp Fiction (1994),599
365,296,Pulp Fiction (1994),599
366,296,Pulp Fiction (1994),599
367,296,Pulp Fiction (1994),599
368,296,Pulp Fiction (1994),599
369,296,Pulp Fiction (1994),599
370,296,Pulp Fiction (1994),599
371,296,Pulp Fiction (1994),599
372,296,Pulp Fiction (1994),599
373,296,Pulp Fiction (1994),599
374,296,Pulp Fiction (1994),599
375,296,Pulp Fiction (1994),599
376,296,Pulp Fiction (1994),599
377,296,Pulp Fiction (1994),599
378,296,Pulp Fiction (1994),599
379,296,Pulp Fiction (1994),599
380,296,Pulp Fiction (1994),599
381,296,Pulp Fiction (1994),599
382,296,Pulp Fiction (1994),599
383,296,Pulp Fiction (1994),599
384,296,Pulp Fiction (1994),599
385,296,Pulp Fiction (1994),599
386,296,Pulp Fiction (1994),599
387,296,Pulp Fiction (1994),599
388,296,Pulp Fiction (1994),599
389,296,Pulp Fiction (1994),599
390,296,Pulp Fiction (1994),599
391,296,Pulp Fiction (1994),599
392,296,Pulp Fiction (1994),599
393,296,Pulp Fiction (1994),599
394,296,Pulp Fiction (1994),599
395,296,Pulp Fiction (1994),599
396,300,Quiz Show (1994),474
397,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),474
398,308,Three Colors: White (Trzy kolory: Bialy) (1994),474
399,308,Three Colors: White (Trzy kolory: Bialy) (1994),567
400,316,Stargate (1994),474
401,317,"Santa Clause, The (1994)",474
402,318,"Shawshank Redemption, The (1994)",474
403,318,"Shawshank Redemption, The (1994)",474
404,318,"Shawshank Redemption, The (1994)",474
405,318,"Shawshank Redemption, The (1994)",477
406,326,To Live (Huozhe) (1994),474
407,329,Star Trek: Generations (1994),474
408,337,What's Eating Gilbert Grape (1993),474
409,338,Virtuosity (1995),474
410,339,While You Were Sleeping (1995),474
411,342,Muriel's Wedding (1994),474
412,342,Muriel's Wedding (1994),474
413,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",474
414,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",474
415,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",474
416,349,Clear and Present Danger (1994),474
417,350,"Client, The (1994)",474
418,351,"Corrina, Corrina (1994)",474
419,356,Forrest Gump (1994),474
420,356,Forrest Gump (1994),474
421,356,Forrest Gump (1994),533
422,356,Forrest Gump (1994),533
423,356,Forrest Gump (1994),533
424,356,Forrest Gump (1994),567
425,356,Forrest Gump (1994),567
426,356,Forrest Gump (1994),567
427,356,Forrest Gump (1994),567
428,357,Four Weddings and a Funeral (1994),474
429,361,It Could Happen to You (1994),474
430,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",474
431,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",474
432,364,"Lion King, The (1994)",319
433,364,"Lion King, The (1994)",319
434,364,"Lion King, The (1994)",319
435,364,"Lion King, The (1994)",424
436,364,"Lion King, The (1994)",474
437,371,"Paper, The (1994)",474
438,377,Speed (1994),474
439,380,True Lies (1994),474
440,381,When a Man Loves a Woman (1994),474
441,410,Addams Family Values (1993),62
442,410,Addams Family Values (1993),62
443,410,Addams Family Values (1993),62
444,410,Addams Family Values (1993),62
445,410,Addams Family Values (1993),62
446,410,Addams Family Values (1993),62
447,412,"Age of Innocence, The (1993)",474
448,413,Airheads (1994),573
449,421,Black Beauty (1994),474
450,425,Blue Sky (1994),474
451,425,Blue Sky (1994),474
452,431,Carlito's Way (1993),18
453,431,Carlito's Way (1993),18
454,431,Carlito's Way (1993),18
455,440,Dave (1993),474
456,454,"Firm, The (1993)",474
457,457,"Fugitive, The (1993)",474
458,471,"Hudsucker Proxy, The (1994)",474
459,474,In the Line of Fire (1993),474
460,475,In the Name of the Father (1993),474
461,477,What's Love Got to Do with It? (1993),474
462,480,Jurassic Park (1993),474
463,488,M. Butterfly (1993),474
464,488,M. Butterfly (1993),474
465,497,Much Ado About Nothing (1993),474
466,500,Mrs. Doubtfire (1993),474
467,500,Mrs. Doubtfire (1993),474
468,500,Mrs. Doubtfire (1993),474
469,508,Philadelphia (1993),474
470,513,Radioland Murders (1994),474
471,513,Radioland Murders (1994),474
472,515,"Remains of the Day, The (1993)",474
473,515,"Remains of the Day, The (1993)",474
474,516,Renaissance Man (1994),474
475,522,Romper Stomper (1992),474
476,522,Romper Stomper (1992),474
477,522,Romper Stomper (1992),474
478,524,Rudy (1993),474
479,527,Schindler's List (1993),289
480,527,Schindler's List (1993),424
481,527,Schindler's List (1993),474
482,527,Schindler's List (1993),537
483,527,Schindler's List (1993),537
484,527,Schindler's List (1993),537
485,527,Schindler's List (1993),537
486,529,Searching for Bobby Fischer (1993),474
487,531,"Secret Garden, The (1993)",474
488,534,Shadowlands (1993),474
489,535,Short Cuts (1993),474
490,538,Six Degrees of Separation (1993),474
491,539,Sleepless in Seattle (1993),474
492,540,Sliver (1993),573
493,541,Blade Runner (1982),424
494,541,Blade Runner (1982),474
495,541,Blade Runner (1982),477
496,541,Blade Runner (1982),477
497,541,Blade Runner (1982),477
498,541,Blade Runner (1982),477
499,541,Blade Runner (1982),477
500,541,Blade Runner (1982),477
501,541,Blade Runner (1982),477
502,541,Blade Runner (1982),567
503,541,Blade Runner (1982),567
504,541,Blade Runner (1982),567
505,541,Blade Runner (1982),567
506,543,So I Married an Axe Murderer (1993),474
507,551,"Nightmare Before Christmas, The (1993)",474
508,551,"Nightmare Before Christmas, The (1993)",474
509,552,"Three Musketeers, The (1993)",336
510,556,"War Room, The (1993)",474
511,562,Welcome to the Dollhouse (1995),474
512,586,Home Alone (1990),474
513,587,Ghost (1990),474
514,588,Aladdin (1992),474
515,589,Terminator 2: Judgment Day (1991),424
516,589,Terminator 2: Judgment Day (1991),424
517,589,Terminator 2: Judgment Day (1991),424
518,589,Terminator 2: Judgment Day (1991),424
519,589,Terminator 2: Judgment Day (1991),424
520,589,Terminator 2: Judgment Day (1991),424
521,589,Terminator 2: Judgment Day (1991),474
522,589,Terminator 2: Judgment Day (1991),477
523,590,Dances with Wolves (1990),474
524,590,Dances with Wolves (1990),474
525,592,Batman (1989),474
526,593,"Silence of the Lambs, The (1991)",474
527,593,"Silence of the Lambs, The (1991)",477
528,593,"Silence of the Lambs, The (1991)",477
529,593,"Silence of the Lambs, The (1991)",477
530,593,"Silence of the Lambs, The (1991)",477
531,593,"Silence of the Lambs, The (1991)",477
532,594,Snow White and the Seven Dwarfs (1937),474
533,595,Beauty and the Beast (1991),474
534,596,Pinocchio (1940),474
535,597,Pretty Woman (1990),474
536,608,Fargo (1996),424
537,608,Fargo (1996),424
538,608,Fargo (1996),424
539,608,Fargo (1996),424
540,608,Fargo (1996),474
541,616,"Aristocats, The (1970)",474
542,628,Primal Fear (1996),424
543,628,Primal Fear (1996),424
544,628,Primal Fear (1996),424
545,628,Primal Fear (1996),424
546,628,Primal Fear (1996),424
547,628,Primal Fear (1996),474
548,638,Jack and Sarah (1995),474
549,647,Courage Under Fire (1996),474
550,648,Mission: Impossible (1996),474
551,668,Song of the Little Road (Pather Panchali) (1955),474
552,670,"World of Apu, The (Apur Sansar) (1959)",474
553,671,Mystery Science Theater 3000: The Movie (1996),474
554,673,Space Jam (1996),474
555,707,Mulholland Falls (1996),573
556,708,"Truth About Cats & Dogs, The (1996)",474
557,720,Wallace & Gromit: The Best of Aardman Animation (1996),474
558,728,Cold Comfort Farm (1995),474
559,733,"Rock, The (1996)",474
560,733,"Rock, The (1996)",477
561,733,"Rock, The (1996)",477
562,736,Twister (1996),474
563,745,Wallace & Gromit: A Close Shave (1995),474
564,748,"Arrival, The (1996)",474
565,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),435
566,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),474
567,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),477
568,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),477
569,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),477
570,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),513
571,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),513
572,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),567
573,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),567
574,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),567
575,778,Trainspotting (1996),318
576,778,Trainspotting (1996),318
577,778,Trainspotting (1996),318
578,778,Trainspotting (1996),474
579,780,Independence Day (a.k.a. ID4) (1996),474
580,800,Lone Star (1996),474
581,805,"Time to Kill, A (1996)",474
582,818,"Very Brady Sequel, A (1996)",474
583,830,"First Wives Club, The (1996)",474
584,832,Ransom (1996),474
585,832,Ransom (1996),477
586,832,Ransom (1996),477
587,832,Ransom (1996),477
588,836,Chain Reaction (1996),573
589,838,Emma (1996),474
590,852,Tin Cup (1996),474
591,858,"Godfather, The (1972)",474
592,892,Twelfth Night (1996),474
593,898,"Philadelphia Story, The (1940)",474
594,899,Singin' in the Rain (1952),474
595,900,"American in Paris, An (1951)",474
596,902,Breakfast at Tiffany's (1961),474
597,903,Vertigo (1958),474
598,903,Vertigo (1958),477
599,903,Vertigo (1958),477
600,903,Vertigo (1958),477
601,903,Vertigo (1958),477
602,904,Rear Window (1954),474
603,904,Rear Window (1954),477
604,904,Rear Window (1954),477
605,904,Rear Window (1954),477
606,904,Rear Window (1954),477
607,904,Rear Window (1954),477
608,905,It Happened One Night (1934),474
609,906,Gaslight (1944),474
610,907,"Gay Divorcee, The (1934)",474
611,908,North by Northwest (1959),474
612,908,North by Northwest (1959),477
613,908,North by Northwest (1959),477
614,909,"Apartment, The (1960)",474
615,910,Some Like It Hot (1959),474
616,911,Charade (1963),474
617,912,Casablanca (1942),474
618,913,"Maltese Falcon, The (1941)",474
619,914,My Fair Lady (1964),474
620,915,Sabrina (1954),474
621,916,Roman Holiday (1953),474
622,916,Roman Holiday (1953),474
623,918,Meet Me in St. Louis (1944),474
624,919,"Wizard of Oz, The (1939)",474
625,919,"Wizard of Oz, The (1939)",474
626,920,Gone with the Wind (1939),474
627,921,My Favorite Year (1982),474
628,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),474
629,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),477
630,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),477
631,923,Citizen Kane (1941),474
632,924,2001: A Space Odyssey (1968),474
633,924,2001: A Space Odyssey (1968),474
634,924,2001: A Space Odyssey (1968),599
635,924,2001: A Space Odyssey (1968),599
636,924,2001: A Space Odyssey (1968),599
637,924,2001: A Space Odyssey (1968),599
638,924,2001: A Space Odyssey (1968),599
639,924,2001: A Space Odyssey (1968),599
640,924,2001: A Space Odyssey (1968),599
641,924,2001: A Space Odyssey (1968),599
642,924,2001: A Space Odyssey (1968),599
643,924,2001: A Space Odyssey (1968),599
644,924,2001: A Space Odyssey (1968),599
645,924,2001: A Space Odyssey (1968),599
646,924,2001: A Space Odyssey (1968),599
647,924,2001: A Space Odyssey (1968),599
648,924,2001: A Space Odyssey (1968),599
649,924,2001: A Space Odyssey (1968),599
650,924,2001: A Space Odyssey (1968),599
651,924,2001: A Space Odyssey (1968),599
652,924,2001: A Space Odyssey (1968),599
653,924,2001: A Space Odyssey (1968),599
654,924,2001: A Space Odyssey (1968),599
655,924,2001: A Space Odyssey (1968),599
656,924,2001: A Space Odyssey (1968),599
657,924,2001: A Space Odyssey (1968),599
658,924,2001: A Space Odyssey (1968),599
659,924,2001: A Space Odyssey (1968),599
660,924,2001: A Space Odyssey (1968),599
661,924,2001: A Space Odyssey (1968),599
662,924,2001: A Space Odyssey (1968),599
663,924,2001: A Space Odyssey (1968),599
664,924,2001: A Space Odyssey (1968),599
665,924,2001: A Space Odyssey (1968),599
666,924,2001: A Space Odyssey (1968),599
667,924,2001: A Space Odyssey (1968),599
668,924,2001: A Space Odyssey (1968),599
669,924,2001: A Space Odyssey (1968),599
670,924,2001: A Space Odyssey (1968),599
671,924,2001: A Space Odyssey (1968),599
672,924,2001: A Space Odyssey (1968),599
673,926,All About Eve (1950),474
674,927,"Women, The (1939)",474
675,928,Rebecca (1940),474
676,929,Foreign Correspondent (1940),474
677,929,Foreign Correspondent (1940),474
678,929,Foreign Correspondent (1940),474
679,930,Notorious (1946),474
680,931,Spellbound (1945),474
681,934,Father of the Bride (1950),474
682,936,Ninotchka (1939),474
683,936,Ninotchka (1939),474
684,938,Gigi (1958),474
685,940,"Adventures of Robin Hood, The (1938)",474
686,941,"Mark of Zorro, The (1940)",474
687,943,"Ghost and Mrs. Muir, The (1947)",474
688,944,Lost Horizon (1937),474
689,945,Top Hat (1935),474
690,947,My Man Godfrey (1936),474
